id;pregunta;a;b;c;d;correcta;tema;doc;categoria_ope;fuente;fecha_incorporacion;aciertos;apariciones;porcentaje_aciertos
1417;Como se define La aplicacion de los resultados del estudio a pacientes de una consulta de medicina de familia puede ser erronea por un problema de: Validez interna Validez externa Precision Sesgo de clasificacion Confusion MIR 04: En la evaluacion de un ensayo clinico que pretenda comparar la eficacia de un nuevo antiepileptico en dosis crecientes individualizadas, frente a fenitoina en dosis fijas de 150 mg/dia en adultos con crisis generalizadas, Cual?;el principal problema? Relevancia clinica Validez externa Validez interna Reclutamiento Analisis de la respuesta MIR 02: En un estudio de cohortes, como definiria el fenomeno que puede producir el hecho que las caracteristicas basales de los distintos grupos sean distintas en cuanto a la distribucion de los factores de riesgo sean en cuanto a la distribucion de factores de riesgo para la patologia cuya aparicion se quiere investigar: Sesgo de seleccion Sesgo de informacion Sesgo de observacion Un error aleatorio Sesgo por presencia de factor de confusion (MIR 09 - 9245):Se plantea un estudio de casos y controles para investigar la asociacion entre la toma de antidepresivos durante el embarazo y el riesgo de malformaciones congenitas cardiacas.;Un protocolo de actuacion;Una medida de prevencion primaria;Una tecnica de diagnostico;A;Vacunacion;Generada: Preguntas MIR Medicina preventiva__extracted;mir_medicina_preventiva;original;2025-09-18;0;0;0
1418;Cual es 2, esto significa que las personas vacunadas tiene?;65 %;40 %;80 %;85 %;C;Vacunacion;Generada: Temario Oposicion MIR Medicina Preventiva_extracted;mir_medicina_preventiva;original;2025-09-18;0;0;0
1419;Cual diria que fue la probabilidad postprueba de presentar una meniscopatia si la prueba de Thessaly era positiva?;El 60%;El 50%;El 40%;El 10%;A;Examenes;Oposiciones antiguas de Navarra de Medicina Preventiva y Salud Publica;examenes_navarra_pais_vasco;extraida_doc;2025-09-18;0;0;0
1420;Que porcentaje se establece en el documento?;45%;55%;35%;No se especifica porcentaje;A;MIR;Temario Oposicion MIR Medicina Preventiva;mir_medicina_preventiva;generada_auto;2025-09-18;0;0;0
1421;Como se define el impacto principal?;un equilibrio entre mayor deteccion y mayor carga de falsos positivos.;No esta definido en la normativa;Depende del contexto clinico;Se define en otra legislacion;A;Examenes;Oposiciones antiguas de Navarra de Medicina Preventiva y Salud Publica;examenes_navarra_pais_vasco;generada_auto;2025-09-18;0;0;0
1422;Cual de las siguientes NO es una enfermedad de declaracion obligatoria?;Enfermedad transmisible emergente o reemergente, o agente infeccioso nuevo en el territorio de Andalucia, cuya ocurrencia pueda requerir una intervencion urgente de los servicios de salud publica.;Infeccion gonococica;Lepra;Varicela simple;D;RENAVE;Listado de enfermedades de declaracion obligatoria;renave_declaracion;generada_auto;2025-09-18;0;0;0
1423;Cual de las siguientes enfermedades requiere declaracion obligatoria?;Lepra;Lumbalgia;Resfriado comun;Cefalea tensional;A;RENAVE;Listado de enfermedades de declaracion obligatoria;renave_declaracion;generada_auto;2025-09-18;0;0;0
1424;Cual de las siguientes infecciones nosocomiales es de declaracion obligatoria?;Colonizacion por SAMR sin infeccion;Infeccion nosocomial por Pseudomonas sensible;Infeccion nosocomial por Acinetobacter baumannii multirresistente (pan-resistente);Infeccion nosocomial por E. coli no productora de BLEE;C;RENAVE;Listado de enfermedades de declaracion obligatoria;renave_declaracion;generada_auto;2025-09-18;0;0;0
1425;Como se define preguntas mir medicina preventiva: mir 05: cual de las siguientes afirmaciones?;correcta en relacion a la estadistica? a) La estadistica tiene entre sus funciones la correccion de los errores y sesgos de un mal diseno.;No esta definido en la normativa;Depende del contexto clinico;Se define en otra legislacion;A;MIR;Preguntas MIR Medicina preventiva_;mir_medicina_preventiva;generada_auto;2025-09-18;0;0;0
1426;cual fue el agente causal que se identifico con mayor frecuencia en los brotes de transmision alimentaria en Espana durante 2023, siendo ademas el que provoco el mayor numero de hospitalizaciones?;Norovirus;Clostridium spp.;Salmonella spp.;Histamina;C;RENAVE;Informe de Brotes Alimentarios 2023;renave_declaracion;manual;2025-09-19;0;0;0
1427;De acuerdo con los datos presentados, cual fue el ambito de exposicion donde se origino el mayor numero de brotes alimentarios?;Hogar;Centros residenciales de mayores;Escuelas y guarderias;Restauracion;D;RENAVE;Informe de Brotes Alimentarios 2023;renave_declaracion;manual;2025-09-19;0;0;0
1428;Que alimento o categoria de alimento fue notificado con mayor frecuencia como asociado a los brotes de transmision alimentaria?;Carne y productos carnicos;Huevo y ovoproductos;Pescado y marisco;Alimento mixto y de buffet;B;RENAVE;Informe de Brotes Alimentarios 2023;renave_declaracion;manual;2025-09-19;0;0;0
1429;Respecto a los brotes de origen hidrico en 2023, cual de las siguientes afirmaciones es correcta?;Su tamano mediano fue inferior al de los brotes alimentarios.;El agente mas frecuentemente identificado, y que supuso un notable aumento respecto a anos previos, fue Cryptosporidium spp.;Se notificaron un total de 13 defunciones asociadas a estos brotes.;La comunidad autonoma que mas brotes hidricos notifico fue Andalucia.;B;RENAVE;Informe de Brotes Alimentarios 2023;renave_declaracion;manual;2025-09-19;0;0;0
1430;Senale la afirmacion INCORRECTA en relacion con los brotes alimentarios ocurridos en Espana en 2023:;Andalucia fue la Comunidad Autonoma que notifico el mayor numero de brotes alimentarios.;Los brotes asociados al consumo de pescado y marisco se debieron principalmente a Salmonella spp. y Clostridium spp. en el ambito de la restauracion.;El norovirus fue, despues de Salmonella, el agente que causo un mayor numero de casos asociados a brotes.;En los brotes asociados al consumo de carne en el ambito de la restauracion, destacaron las intoxicaciones por salmonelosis, campilobacteriosis y toxinas de Clostridium spp.;B;RENAVE;Informe de Brotes Alimentarios 2023;renave_declaracion;manual;2025-09-19;0;0;0
1431;En los brotes por consumo de huevos y ovoproductos, que agente fue el causante predominante tanto en el ambito del hogar como en el de la restauracion?;Norovirus;Staphylococcus spp.;Campylobacter spp.;Salmonella spp.;D;RENAVE;Informe de Brotes Alimentarios 2023;renave_declaracion;manual;2025-09-19;0;0;0
1432;Aunque Salmonella spp. fue el agente con mas brotes, que agente bacteriano (excluyendo C. botulinum) destaco por causar el segundo mayor numero de casos totales (1.232) a pesar de tener un numero relativamente bajo de brotes (27)?;Campylobacter spp.;Staphylococcus spp.;Clostridium spp.;Norovirus;C;RENAVE;Informe de Brotes Alimentarios 2023;renave_declaracion;manual;2025-09-19;0;0;0
1433;Segun la distribucion geografica de los brotes alimentarios en 2023, cual de las siguientes Comunidades Autonomas se situo entre las cuatro con mayor numero de notificaciones, junto con Andalucia, Cataluna y Madrid?;Pais Vasco;Castilla y Leon;Region de Murcia;Comunidad Valenciana;D;RENAVE;Informe de Brotes Alimentarios 2023;renave_declaracion;manual;2025-09-19;0;0;0
1434;cual de las siguientes entidades NO esta incluida en su ambito de aplicacion?;La Administracion de la Comunidad Foral.;Las Entidades Locales de Navarra.;El Parlamento de Navarra.;Los organismos publicos dependientes de la Administracion de la Comunidad Foral.;C;Legislacion;Decreto Foral Legislativo 251/1993 - Estatuto del Personal;leyes;manual;2025-09-19;0;0;0
1435;Conforme al articulo 2, que colectivo esta expresamente excluido del ambito de aplicacion del presente Estatuto?;El personal contratado en regimen administrativo.;El personal adscrito al Servicio Navarro de Salud-Osasunbidea.;El personal eventual.;Los funcionarios de las Entidades Locales de Navarra.;B;Legislacion;Decreto Foral Legislativo 251/1993 - Estatuto del Personal;leyes;manual;2025-09-19;0;0;0
1436;El personal que, en virtud de nombramiento legal, esta incorporado con caracter permanente a una Administracion Publica de Navarra mediante una relacion de servicios profesionales sometida al Derecho Administrativo, se define como:;Personal contratado.;Personal eventual.;Funcionario publico.;Personal laboral fijo.;C;Legislacion;Decreto Foral Legislativo 251/1993 - Estatuto del Personal;leyes;manual;2025-09-19;0;0;0
1437;De acuerdo con el articulo 57, cual es la unica excepcion contemplada a la prohibicion de percibir mas de un sueldo con cargo a los Presupuestos de las Administraciones Publicas?;La participacion en Tribunales de seleccion de personal.;La realizacion de horas extraordinarias.;El ejercicio de la docencia en centros universitarios.;La percepcion de indemnizaciones por razon del servicio.;C;Legislacion;Decreto Foral Legislativo 251/1993 - Estatuto del Personal;leyes;manual;2025-09-19;0;0;0
1438;El articulo 57 establece que el ejercicio de la funcion publica sera absolutamente incompatible con ciertas actividades privadas. Senale la opcion INCORRECTA:;El asesoramiento a empresas privadas cuya actividad este directamente relacionada con las que desarrolle su Administracion.;La titularidad individual de conciertos de prestacion de servicios con la Administracion en la que esta adscrito.;La participacion superior al 5 por 100 en el capital de sociedades que tengan conciertos con su Administracion.;La pertenencia a Consejos de Administracion de empresas privadas cuya actividad este directamente relacionada con las que desarrolle su Administracion.;C;Legislacion;Decreto Foral Legislativo 251/1993 - Estatuto del Personal;leyes;manual;2025-09-19;0;0;0
1439;A partir de que porcentaje de participacion en el capital de una sociedad que tenga conciertos de prestacion de servicios con la Administracion a la que esta adscrito, se considera que un funcionario incurre en una incompatibilidad absoluta?;A partir de cualquier porcentaje de participacion.;Una participacion superior al 10%.;Una participacion superior al 25%.;Una participacion superior al 50%.;B;Legislacion;Decreto Foral Legislativo 251/1993 - Estatuto del Personal;leyes;manual;2025-09-19;0;0;0
1440;los funcionarios en servicio activo tienen la obligacion de declarar las actividades lucrativas que ejerzan fuera de las Administraciones Publicas. Que actividad esta exenta de esta obligacion de declaracion?;La administracion del patrimonio personal o familiar.;Cualquier actividad laboral a tiempo parcial.;Las actividades mercantiles que no generen conflicto de interes.;Las actividades profesionales ejercidas durante el periodo vacacional.;A;Legislacion;Decreto Foral Legislativo 251/1993 - Estatuto del Personal;leyes;manual;2025-09-19;0;0;0
1441;En el caso de que un funcionario represente a una Administracion Publica de Navarra en los organos de gobierno de una empresa participada por aquella, que puede percibir directamente de dicha empresa?;Un sueldo complementario.;Unicamente las dietas o indemnizaciones por asistencia a las sesiones.;Una participacion en los beneficios de la empresa.;Ninguna cantidad, debiendo la empresa abonarlo todo a la Administracion Publica.;B;Legislacion;Decreto Foral Legislativo 251/1993 - Estatuto del Personal;leyes;manual;2025-09-19;0;0;0
1442;El incumplimiento del regimen de incompatibilidades establecido en el articulo 57 del Estatuto constituira una falta de caracter:;Leve.;Grave.;Muy grave.;No se especifica el caracter de la falta.;C;Legislacion;Decreto Foral Legislativo 251/1993 - Estatuto del Personal;leyes;manual;2025-09-19;0;0;0
1443;Si un funcionario ejerce una actividad compatible autorizada pero esta provoca un retraso o negligencia en el desempeno de su puesto, que medida inmediata debera adoptar la Administracion?;Abrir un periodo de alegaciones para el funcionario.;Proponer una sancion por falta leve.;Suspender inmediatamente la autorizacion de compatibilidad e incoar expediente disciplinario.;Modificar las condiciones de la autorizacion de compatibilidad.;C;Legislacion;Decreto Foral Legislativo 251/1993 - Estatuto del Personal;leyes;manual;2025-09-19;0;0;0
1444;senale cual de las siguientes opciones NO corresponde al objeto de esta ley:;Regular y promover el cumplimiento de los derechos y deberes de las personas en relacion con la salud.;Regular el regimen retributivo del personal del sistema sanitario publico de Navarra.;Determinar los criterios generales para la mayor eficacia de los derechos y deberes y establecer el marco de medidas para su proteccion.;Regular y promover el cumplimiento de los derechos y deberes de los profesionales que desarrollan su actividad en el sistema sanitario publico de Navarra.;B;Legislacion;Ley Foral 17/2010 - Derechos y Deberes en Salud;leyes;manual;2025-09-19;0;0;0
1445;El ambito de aplicacion de la Ley Foral 17/2010, segun su articulo 2, se extiende a:;Unicamente los centros, servicios y establecimientos sanitarios de titularidad publica.;Todos los centros, servicios o establecimientos sanitarios publicos o concertados ubicados en la Comunidad Foral de Navarra.;Solamente las actuaciones sanitarias de tipo asistencial que se desarrollen en Navarra.;Exclusivamente los profesionales sanitarios que trabajen en la Administracion Foral.;B;Legislacion;Ley Foral 17/2010 - Derechos y Deberes en Salud;leyes;manual;2025-09-19;0;0;0
1446;El articulo 3 enumera los principios generales de la Ley Foral. Indique cual de los siguientes NO es uno de los principios recogidos en dicho articulo:;La gratuidad universal de todas las prestaciones y servicios sanitarios.;La equidad en el acceso al conjunto de los servicios y profesionales sanitarios disponibles.;El respeto a la autonomia de la voluntad del paciente.;La corresponsabilidad y participacion de las personas en el adecuado uso de las prestaciones y recursos.;A;Legislacion;Ley Foral 17/2010 - Derechos y Deberes en Salud;leyes;manual;2025-09-19;0;0;0
1447;"A que principio general de la Ley Foral 17/2010 hace referencia la siguiente definicion: ""La condicion que deben cumplir los entornos, procesos, bienes, productos y servicios (...) para ser comprensibles, utilizables y practicables por todas las personas en condiciones de seguridad y comodidad""?";Equidad.;Diseno para todos.;Accesibilidad universal.;Dignidad de las personas.;C;Legislacion;Ley Foral 17/2010 - Derechos y Deberes en Salud;leyes;manual;2025-09-19;0;0;0
1448;en supuestos de riesgos para la salud de terceras personas, que tipo de intervenciones publicas pueden llevar a cabo las autoridades sanitarias?;Unicamente medidas de control sobre las personas que hayan estado en contacto con enfermos.;Medidas de reconocimiento, diagnostico, tratamiento, hospitalizacion o control.;Exclusivamente la adopcion de acciones preventivas de caracter general para la poblacion.;Solo medidas de tratamiento con el consentimiento expreso de la persona afectada.;B;Legislacion;Ley Foral 17/2010 - Derechos y Deberes en Salud;leyes;manual;2025-09-19;0;0;0
1449;El articulo 7 establece limitaciones al derecho de previo consentimiento. En que situacion se contempla una excepcion a la exigencia de obtener dicho consentimiento para realizar intervenciones clinicas indispensables?;Cuando el paciente se niegue verbalmente pero no por escrito.;En cualquier caso de enfermedad transmisible, independientemente del riesgo.;Cuando exista un riesgo serio para la salud publica, si asi lo exigen razones sanitarias.;Si el profesional sanitario considera que el tratamiento es beneficioso para el paciente, aunque este no lo entienda.;C;Legislacion;Ley Foral 17/2010 - Derechos y Deberes en Salud;leyes;manual;2025-09-19;0;0;0
1450;el complemento de destino se clasifica como:;Retribucion personal basica.;Retribucion complementaria.;Indemnizacion.;Otra retribucion especial.;B;Legislacion;Ley Foral 11/1992 - Regimen Especifico SNS-O;leyes;manual;2025-09-19;0;0;0
1451;Senale cual de las siguientes opciones constituye una retribucion personal basica para el personal adscrito al Servicio Navarro de Salud-Osasunbidea:;El complemento especifico.;El complemento por trabajo nocturno.;El premio de antiguedad.;La ayuda familiar.;C;Legislacion;Ley Foral 11/1992 - Regimen Especifico SNS-O;leyes;manual;2025-09-19;0;0;0
1452;De las siguientes retribuciones, indique cual NO tiene la consideracion de retribucion complementaria:;El complemento de productividad extraordinaria.;El plus de dispersion geografica.;El complemento por realizacion de guardias.;El complemento por trabajo en dias festivos.;B;Legislacion;Ley Foral 11/1992 - Regimen Especifico SNS-O;leyes;manual;2025-09-19;0;0;0
1453;El articulo 32 establece los procedimientos para la provision de puestos de trabajo vacantes en el SNS-O. Cual de los siguientes NO es un procedimiento contemplado en dicho articulo?;Concurso de meritos.;Libre designacion.;Concurso-oposicion.;Designacion interina.;C;Legislacion;Ley Foral 11/1992 - Regimen Especifico SNS-O;leyes;manual;2025-09-19;0;0;0
1454;De acuerdo con la Disposicion Adicional Septima, que agrupa las areas de trabajo para la percepcion del complemento de especial riesgo, que area o servicio se encuadra en el grupo A?;Urgencias Hospitalarias.;Quirofanos.;Onco-hematologia.;Unidades de Cuidados Intensivos.;B;Legislacion;Ley Foral 11/1992 - Regimen Especifico SNS-O;leyes;manual;2025-09-19;0;0;0
1455;En la clasificacion de areas de trabajo por especial riesgo, las Unidades de Cuidados Intensivos (UCI) y las Urgencias Hospitalarias se incluyen en el grupo:;Grupo A.;Grupo B.;Grupo C.;Grupo E.;B;Legislacion;Ley Foral 11/1992 - Regimen Especifico SNS-O;leyes;manual;2025-09-19;0;0;0
1456;en que grupo de riesgo se clasifican los Equipos de Atencion Primaria y los Centros de Salud Mental?;Grupo C.;Grupo D.;Grupo E.;Grupo F.;D;Legislacion;Ley Foral 11/1992 - Regimen Especifico SNS-O;leyes;manual;2025-09-19;0;0;0
1457;Senale la afirmacion INCORRECTA en relacion con las retribuciones del personal del SNS-O:;El complemento de capitacion es una retribucion complementaria.;La ayuda familiar tiene la consideracion de indemnizacion.;Las retribuciones personales basicas constituyen un derecho adquirido inherente a la condicion de personal funcionario o estatutario.;El complemento compensatorio se considera una retribucion complementaria.;D;Legislacion;Ley Foral 11/1992 - Regimen Especifico SNS-O;leyes;manual;2025-09-19;0;0;0
1458;la asistencia sanitaria publica en Navarra se extendera a:;Unicamente los ciudadanos con nacionalidad espanola residentes en Navarra.;Todos los ciudadanos y ciudadanas residentes en cualquiera de los municipios de Navarra, con independencia de su situacion legal o administrativa.;Los ciudadanos residentes y los transeuntes, siempre que acrediten su afiliacion a la Seguridad Social.;Todos los ciudadanos residentes, pero las prestaciones seran proporcionales a sus cotizaciones.;B;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1459;Cual de los siguientes NO es uno de los principios informadores de las actividades y servicios sanitarios segun el articulo 4?;Concepcion integral de la salud.;Centralizacion de la gestion para mayor eficiencia.;Equidad en los niveles de salud e igualdad en las condiciones de acceso.;Calidad y humanizacion de la asistencia sanitaria.;B;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1460;Conforme al articulo 5, si un procedimiento diagnostico o terapeutico puede ser utilizado en un proyecto docente o de investigacion, es imprescindible:;La autorizacion verbal del paciente.;La previa autorizacion y por escrito del paciente, y la aceptacion del medico y de la direccion del centro.;Unicamente la aceptacion por parte de la direccion del centro sanitario.;La comunicacion al paciente de que se va a realizar, sin necesidad de su autorizacion si no comporta peligro.;B;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1461;La Ley Foral de Salud establece que el consentimiento previo y por escrito del paciente es necesario para cualquier intervencion. Senale una de las excepciones a esta regla:;Cuando el tratamiento propuesto sea el unico disponible para su patologia.;Cuando el paciente sea mayor de 75 anos.;Cuando la no intervencion suponga un riesgo para la salud publica.;Cuando un familiar directo autorice la intervencion en nombre del paciente.;C;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1462;Si un paciente desea negarse al tratamiento que se le esta aplicando, que procedimiento debe seguir segun el articulo 5?;Comunicarlo verbalmente al personal de enfermeria.;Abandonar el centro sanitario sin previo aviso.;Solicitar y firmar el alta voluntaria.;Presentar una reclamacion por escrito ante la direccion del centro.;C;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1463;Al finalizar la estancia en una institucion hospitalaria, que documento tiene derecho a recibir el paciente, familiar o persona a el allegada?;Una copia completa de su historia clinica.;La factura detallada de los servicios recibidos.;El informe de alta.;La certificacion de su estado de salud para fines laborales.;C;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1464;Cual de los siguientes se considera un deber de los ciudadanos en la utilizacion del sistema sanitario, segun el articulo 7?;Aceptar cualquier tratamiento experimental que se le ofrezca.;No presentar reclamaciones para no saturar el sistema.;Responsabilizarse del uso adecuado de los recursos ofrecidos por el sistema sanitario.;Participar economicamente en el mantenimiento de las instalaciones.;C;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1465;los ciudadanos acogidos a la asistencia sanitaria publica tienen derecho a la libre eleccion de pediatra hasta la edad de:;12 anos inclusive.;14 anos inclusive.;16 anos inclusive.;18 anos.;B;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1466;Cual de los siguientes profesionales NO esta incluido en la lista de los que pueden ser elegidos libremente por los ciudadanos de entre los que presten servicio en su Area de Salud, segun el articulo 8?;Medico general.;Psiquiatra.;Tocoginecologo.;Fisioterapeuta.;D;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1467;El articulo 11 establece derechos especiales para los enfermos mentales. Si en un ingreso voluntario el paciente pierde su plenitud de facultades, que debe hacer la direccion del centro?;Dar el alta al paciente de forma inmediata.;Continuar el internamiento bajo la responsabilidad del medico a cargo.;Solicitar la correspondiente autorizacion judicial para la continuacion del internamiento.;Consultar a los familiares para que decidan sobre la continuacion del internamiento.;C;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1468;Senale la afirmacion INCORRECTA en relacion con los derechos de los ciudadanos recogidos en el articulo 5:;Tienen derecho a la confidencialidad de toda la informacion relacionada con su proceso.;Tienen derecho a que se les de informacion completa y continuada, verbal y escrita, sobre su proceso.;Tienen derecho a que se les extienda certificacion de su estado de salud, aunque no exista una disposicion legal que lo exija.;Tienen derecho a la libre eleccion entre las opciones que le presente el responsable medico de su caso.;C;Legislacion;Ley Foral 10/1990 - Ley Foral de Salud;leyes;manual;2025-09-19;0;0;0
1469;quien garantiza al paciente el cumplimiento de su derecho a la informacion?;Unicamente el personal de enfermeria.;El medico responsable, aunque los demas profesionales que le atiendan tambien seran responsables de informarle.;Exclusivamente la direccion del centro sanitario.;El personal administrativo que tramita su ingreso.;B;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1470;El consentimiento informado, para ser valido, debe cumplir tres requisitos esenciales. Senale la opcion correcta:;Voluntariedad, Informacion y Comprension.;Rapidez, Firma y Testigos.;Autorizacion familiar, Informacion y Registro.;Voluntariedad, Escritura y Notarizacion.;A;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1471;En cual de los siguientes supuestos es obligatorio que el consentimiento del paciente conste por escrito, segun la Ley 41/2002?;Para la administracion de medicacion oral.;Para la realizacion de una analitica de sangre rutinaria.;Para una intervencion quirurgica.;Para cualquier cura de enfermeria.;C;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1472;La Ley 41/2002 contempla intervenciones sin el consentimiento del paciente. Cual de las siguientes es una de esas excepciones?;Cuando el tratamiento sea muy costoso para el sistema sanitario.;Cuando exista un riesgo inmediato grave para la integridad fisica o psiquica del enfermo y no sea posible conseguir su autorizacion.;Cuando los familiares del paciente consideren que la intervencion es necesaria.;En caso de que el paciente sea menor de edad, para cualquier tipo de procedimiento.;B;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1473;"El ""documento de instrucciones previas"" permite a una persona mayor de edad, capaz y libre, manifestar anticipadamente su voluntad sobre:";La distribucion de sus bienes patrimoniales tras su fallecimiento.;Los cuidados y el tratamiento de su salud para cuando no pueda expresarlos personalmente.;La designacion de un tutor legal para sus hijos menores.;La autorizacion de procedimientos experimentales en cualquier circunstancia.;B;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1474;En que caso NO se aplicarian las instrucciones previas de un paciente?;Si fueron redactadas hace mas de cinco anos.;Si el representante designado no esta de acuerdo con ellas.;Si son contrarias al ordenamiento juridico o a la lex artis.;Si el medico responsable considera que existen tratamientos mas modernos.;C;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1475;Que establece la Ley 41/2002 sobre la revocacion de las instrucciones previas?;No pueden revocarse una vez inscritas en el registro.;Solo pueden revocarse ante notario.;Pueden revocarse libremente en cualquier momento, dejando constancia por escrito.;Solo pueden ser revocadas por el representante designado por el paciente.;C;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1476;La Ley 41/2002 especifica el contenido minimo que debe incluir la historia clinica. Cual de las siguientes opciones forma parte del contenido especifico de enfermeria?;El informe de alta medica.;Los resultados de las pruebas de imagen.;La evolucion y planificacion de cuidados de enfermeria.;La autorizacion de la intervencion quirurgica.;C;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1477;Cual es el plazo minimo durante el cual los centros sanitarios tienen la obligacion de conservar la documentacion clinica?;2 anos desde la fecha del alta.;5 anos contados desde la fecha del alta de cada proceso asistencial.;10 anos desde la ultima visita del paciente.;De forma indefinida, sin posibilidad de destruccion.;B;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1478;Si un paciente no acepta el tratamiento prescrito y, en consecuencia, el centro le da el alta, pero este se niega a aceptarla, que procedimiento se debe seguir?;Se le permite permanecer hospitalizado indefinidamente.;El personal de seguridad le obliga a abandonar el centro.;La direccion oira al paciente y pondra el caso en conocimiento del juez.;Se llama a sus familiares para que se hagan cargo de el.;C;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1479;que se cita en la presentacion, cual de los siguientes es un deber del usuario del sistema sanitario?;Financiar parte de los costes de las instalaciones.;Cuidar las instalaciones y colaborar en el mantenimiento de la habitabilidad de las instituciones sanitarias.;Aceptar la participacion en cualquier proyecto de investigacion que se le proponga.;Renunciar a su derecho a la informacion para agilizar la asistencia.;B;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1480;La Ley 41/2002 establece que el personal de administracion y gestion de los centros sanitarios:;Tiene prohibido el acceso a la historia clinica en cualquier caso.;Puede acceder libremente a todos los datos de la historia clinica.;Solo puede acceder a los datos de la historia clinica relacionados con sus propias funciones.;Necesita autorizacion judicial para acceder a cualquier dato de la historia clinica.;C;Legislacion;Ley 41/2002 - Autonomia del Paciente;leyes;manual;2025-09-19;0;0;0
1481;De acuerdo con el listado proporcionado, cual de las siguientes enfermedades NO es de declaracion obligatoria?;Enfermedad de Lyme.;Anisakiasis.;Gripe.;Esclerosis Multiple.;D;RENAVE;Listado de Enfermedades de Declaracion Obligatoria;renave_declaracion;manual;2025-09-19;0;0;0
1482;cual de las siguientes enfermedades es de declaracion obligatoria URGENTE?;Tuberculosis.;Peste.;Varicela.;Infeccion gonococica.;B;RENAVE;Listado de Enfermedades de Declaracion Obligatoria;renave_declaracion;manual;2025-09-19;0;0;0
1483;Identifique la opcion que contiene unicamente enfermedades de declaracion obligatoria, tal como aparecen en el listado:;Rabia, Sarampion, Asma.;Tetanos neonatal, Sifilis congenita, Rubeola congenita.;Legionelosis, Paludismo, Alergia estacional.;Tos ferina, Hidatidosis, Diabetes tipo 2.;B;RENAVE;Listado de Enfermedades de Declaracion Obligatoria;renave_declaracion;manual;2025-09-19;0;0;0
1484;En el listado se mencionan varias alertas en Salud Publica. Senale la opcion que describe una de estas situaciones:;La aparicion de tres o mas casos de una enfermedad comun en una semana.;Cualquier reaccion adversa a un medicamento de uso comun.;La aparicion de brotes epidemicos o agrupaciones inusuales de casos, con independencia de su naturaleza y causa.;La solicitud de informacion por parte de un organismo internacional.;C;RENAVE;Listado de Enfermedades de Declaracion Obligatoria;renave_declaracion;manual;2025-09-19;0;0;0
1485;"Ademas de las enfermedades especificas, el listado contempla la declaracion de ""Infecciones nosocomiales"". Cual de los siguientes microorganismos se menciona explicitamente en relacion a estas infecciones?";Streptococcus pyogenes.;Candida albicans.;Staphylococcus aureus meticilin resistente.;Virus del papiloma humano.;C;RENAVE;Listado de Enfermedades de Declaracion Obligatoria;renave_declaracion;manual;2025-09-19;0;0;0
1486;"el enfoque ""Una Sola Salud"" (One Health) se fundamenta en la interdependencia de tres componentes clave. Cuales son?";Salud humana, salud economica y salud social.;Salud humana, salud de los animales y salud medioambiental.;Salud fisica, salud mental y salud laboral.;Salud publica, atencion primaria y atencion hospitalaria.;B;Plan Salud;Plan de Salud Publica de Navarra 2022-2025;plan_salud_navarra;manual;2025-09-19;0;0;0
1487;"El Plan menciona la iniciativa europea ""Healthier Together"" 2022-2027, que propone cinco areas de trabajo sobre enfermedades no transmisibles. Cual de las siguientes areas fue una novedad incorporada en esta iniciativa?";Enfermedades cardiovasculares.;Cancer.;Enfermedades respiratorias cronicas.;Salud mental y trastornos neurologicos.;D;Plan Salud;Plan de Salud Publica de Navarra 2022-2025;plan_salud_navarra;manual;2025-09-19;0;0;0
